Reviews,Rating
i really liked the keyboard and the larger screen but i did not like the extra weight or the dimensions of this phone i simply does not feel as nice to hold or easy to hold with ease as the n it is also much heavier than the n it would have been nice if nokia found a way to lighten up the phone maybe with carbon fiber or even polycarbonate composite aluminum is a thing of the past too heavy and easy to ding up the biggest disappointment is the firmwareos it simply was not ready for prime time or release it was too buggy and constantly required poweroff to reset i was unable to end calls or press to take calls since nokia chose to take the talk button away a very not smart move i also experienced frequent lock ups in any case it was more buggy than the n even though they both use symbian os who knows i wish it was better nokia support was not helpful too green and not knowledgeable enough to be useful i would look to the next generation nokia phones running symbian anna due out julyaugust timeframe,neutral
was just as described but i had to return it as i no longer needed it,neutral
this es very fastprovery fastlow temperature en your handexcellent priceinternet browser very good experiencecontscreen very darkness when is outdoorcamera very poor in nightbattery is horrible,neutral
the phone itself was perfect and arrived on time so no complaints there the one issue however is that the phone i received was intended for a european market  and thus the phones charger was for a europeanstyle electrical outlet the seller was nice enough to through in a cheap adapter so i theoretically could have used it but this seems like false advertising to me it should have been noted in the description that this was a european version of the galaxy s edge im returning this product and will buy the us version from another seller,neutral
my kid is happy with it,neutral
although the occasional dust gets under the screen protector better to get that than a broken phone any day,neutral
nokia phones are so easy to use and this one is no exception easy phone to make calls and to text i could not get any emails or i could not see any picture text that came in,neutral
this phone drop signal overall it has  it isa good phone pretty slow some timedoes not worth the price tag its a ok phone sound quality is good talk timeis up to  hr i use it with tmobile,neutral
phone works great one major drawback is you do not hear clearly unless you use the earpieces,neutral
cannot type easily through the thick screen also opening to use fingerprint recognition makes the inside of the phone really dirty,neutral
it has  it is okthe screen is a bitter smallthe battery is not that bad,neutral
after a day or so i was able to send texts but i was not receiving texts i was still getting emails though also i put a meditation thing on my phone and when i was listening to it the playback was accelerated i know it is not the fault of the mp because i listen to that recording on itunes and ipod without a problembelow is my review before the phone went on the fritzi love the pink i am moving from a curve  to this so i was coming from the stone age when i bought this the keys are spaced much farther apart than the  which helps a lot the phone is slim and light the sound quality is great i set my ringtones to some of my favorite songs and they sound so good sometimes i just start dancing and forget to answer the phone my only gripe is that the battery power is nowhere near what i used to get with the  however i actually think the  was just some sort of freak of nature because the battery life on that phone was absurdly long so the battery life on this phone may actually be great relative to other phones it does not come with a memory card so you should buy one of those there are very few ringtone options on this phone there is an auto flash on the phone and the picture quality is pretty goodthe seller breed was also kind enough to reach out to me after my purchase to see how everything was going and extend the offer that i may reach out to their team if i have any questions however i ordered the blackberry q from breed after this and the phone they sent was made for europe so it would not plug into usa sockets that was frustrating i sent back that phone and i ordered a q from another vendor,neutral
nice specs but had to return it because of muffled outgoing calls,neutral
phone was great when i purchased it however as time passed around  months later the camera quality got worse and the phone continuously froze,neutral
have had issues with no service several times so far made  trips to at and treplaced sim card and does not hold charge well we keep hoping the issues will stop still not sure if we will keep or return,neutral
i recently purchase this blackbery phone but for some unknown reason it is not allowing ne to send sms texts i previously bought the same phone but i do not have this problem i am not sure if it has to do with some special setting or not,neutral
got a branded phone even though it wasnt mentioned that it will be att branded phone is great works nice so far,neutral
it will take awhile to get use to it,neutral
beware i like the phone it is beautiful but the fulfillment company new age products did not meet my expectations my wife ordered the same phone from them a couple of days before and it was just as described the phone was new sealed and unlocked but in my case it was locked to att after entering all my personal info i decided to check the imei and to my surprise i found out that the phone was locked  then i checked out the sim card slot and there was an att sim card i am having the phone unlocked and amazon is reimbursing me for the cost hopefully it will work thanks amazon,neutral
quick shipper but did not work with tracfone nice phone though,neutral
mine came fine however my husbands had already been activated on tmobile by someone and sent back since it does not work in my area i have to pay to send their crap back to them do not buy,neutral
this is a great phone for the price just keep that in minddoes a lot of everything but the only thing really negative is that it can hold a  charge for not even  hrs  can get hot,neutral
phone functioned well enough but original language was italian and was hard to get it changed and it would not mesh well with my local network,neutral
does not recognize any memory cards otherwise works very well,neutral
i thought i was buying a  gig but i got it only had  gig of memory,neutral
the phone hardware was perfect  but the software that came with it was an older version and because the phone is no longer supported by verizon i was unable to download updated software including the vz navigator which was a critical piece of what i wanted the phone to do i ended up using the new battery that came with it to replace the battery in my older phone of the same model with the software already updated and i now have my old phone working almost like new battery seems to lose charge just a little faster than it originally did i guess im going to have to find a currently supported phone that will work for me but im not there yet,neutral
pros dual sim and great colorcons poor quality camera and extremely large like too large to fit in any pocket every designed for a human beingi regret downgrading from my iphone  for this it serves it has  it is purpose of communication and yes the android system is more user friendly but the camera quality is what ruins the phone for me also for some reason some apps that require camera access do not have the same quality as when i use the camera independently,neutral
way better if you have a samsung iphone does not work to great all you can do is call on it also my camera was crooked,neutral
bought two of them the first one you have to push the middle button a few times to get it to work the second one was ok but the volume seems to mess up on it a lot,neutral
its an att phone which has been unlocked so there will be lot of att apps which cannot be uninstalled you will be better off buying it off the motorola website not only will you get  year warranty on the new phone you can also trade in your phone the phone is great though it is sleek the screen size is perfect the camera is awesome and the hello moto x command feature is very useful,neutral
beware i like the phone it is beautiful but the fulfillment company new age products did not meet my expectations my wife ordered the same phone from them a couple of days before and it was just as described the phone was new sealed and unlocked but in my case it was locked to att after entering all my personal info i decided to check the imei and to my surprise i found out that the phone was locked  then i checked out the sim card slot and there was an att sim card i am having the phone unlocked and amazon is reimbursing me for the cost hopefully it will work thanks amazon,neutral
so far it has  it is ok i did not receivehandbook etc telling me how to operate all the features what i did get was info on how to sync that has  that is all and i did not get a memory card,neutral
i purchased this phone when the price first dropped to  on black friday i figured this would be an upgrade to my damaged nexus  rather than repairing it the great part of this phone is that it had more ram drive space and a seemingly faster processor plus that fact that i could add an sd card and was waterproof was a bonusupon use i immediately noticed that the octacore processor would heat up the phone very easily to the point that it would be hot to touch i use this for everything from setting appointments sharing files across apps playing candy crush running with runkeeper and playing music using wazegoogle maps and posting on facebook it acts fine with using one app at a time but crashes overheats and slows down completely when multitasking this is very frustrating when im trying to make a call or quickly set up directions for navigationon the plus side i am happy that it is waterproof i went running last month and during the last quartermile i got stuck in a rain storm did not affect the device at allbeside the fact that it has more storage that is also expandable my nexus  with less cores and less memory easily outperforms this phone hopefully the zseries of this phone is much faster else i may have to get the more expensive samsung s series phones to solve my frustrations,neutral
purchase for daughter so do not go by this review as i personally have not used the item or know anything about it so take it with a grain of salt,neutral
my iphone had some problems at first the headphones jack stopped working for  days and im having some problem with the internet connection sometimes i have all the bars full and the internet just stops working but other then that is perfect that been the only problem i hade with this iphone s,neutral
my iphone had some problems at first the headphones jack stopped working for  days and im having some problem with the internet connection sometimes i have all the bars full and the internet just stops working but other then that is perfect that been the only problem i hade with this iphone s,neutral
i am not satisfied with the trackpad it feels like the ring is loose and it rings each time i press it the back of the phone also do not fit tight apart from these obvious defects it is ok,neutral
can not down load magic jack bit phone is ok no major issues as yet,neutral
well this phone have a beautiful design and it has  it is very useful for daily use but the phone has a problem with the resent nokia updates the phone it has  it is very slow and in some point i have to remove the battery and put it again to use it,neutral
a very nice phone but very warm and short lifetime of the battery,neutral
purchased this as a used pone from the wdo seller so this may not aply to all of the vendors selling this phione when purchasing this phone be aware that although it says it will function on the att and tmobile networks because it supports gsm  in reality it is a verizon phone that has been unlocked voice calls work text messages worked after some configuration changes and internet access works although you will not get g or g service from tmobile visual voicemail will not function as the phone is hard coded to work with verizons implementation of that service in addition it is hard coded for verizon voicemail  had to reconfigure the voicemail number and the apn to get this phone working with tmobile also had to apply  bb os  patches to get it to work properly with any of our blutetooth ear pieces make sure you either know how to make the needed changes yourself or know some one who can do it for you the only way to make this a totally functional att or tmobile phone would be to root it and install a bb os image configured for those carriers,neutral
i had the phone for  months i purchased a used one and it had water damage,neutral
when i first saw it was really excited about this phone until i received the battery life is very poor and camera quality is very horrible there was no way i could keep this phone had to send it back,neutral
the phone was okay and new but charger was broke when i got the phone  need improvement to make sure device pieces work,neutral
good product,neutral
it is ok and acceptable please keep me posted on any new updated on the phone thank you very much,neutral
give it a chance it has  it is an awesome phone only one complaint the directionals do not light upupdate it has it has  it is glitches bluetooth and has trouble connecting to my smartwatchasus zenwatch but the worst thing is no updates none at all no marshmallow update no software updates nothing,neutral
it freezes and restarts from time to time,neutral
the phone is quite ok however the customer care at motorola was not so helpful unfortunately my phone display just crashed and i had to call up motorola to get a replacement even though they sent me a replacement the new phone had defects too causing it to reboot every few hoursi had to again call back motorola and had to go through a lot of explanation and really had to explain the customer agent for about  minutesin the end all my excitement for this phone died seeing the defective replacement phone and the kind of customer service i received for once i felt i am speaking to a machine as they were only repeating what they were to say even talking to an escalation manager did not help i have my doubts if i really spoke to a human on the other endjust waiting for the replacement phone to arrive so i can sell it to some one and move on from motorola,neutral
works fine,neutral
the phone is great but the battery does not hold a charge for very long i have to charge it up every day now or it gets down to one bar it was sent very quickly in the mail and no other problems otherwise,neutral
it has  it is really slow other than that everything else is just like a normal android phone,neutral
i loved the idea of having a smart watch ive been looking for one for a while and i was not willing to pay  for the samsung gear it did not come with any directions per say so you just have to wing it on operation use set up of course is touch screen it took me a little while to figure out that you can swipe through the main screens when you want to dial out the numbers are not  am not all that easy to push so you may find yourself having to redail the numbers a few times the volume is kind of low i wish it was louder so when driving i could hear the person clearer however ive been told that i can be heard just fine playing music is fine since it connects right through my phone it does not have a camera you cannot verbally write your text messages and i still have not completely figured out how to add numbers to the phone book all in all its actually a pretty good watch for the price play around with the watch for awhile you shall  you will eventually love it the inside of the band is completely rubber and i do not sweat which is good it looks exactly the same as it does in the pictures,neutral
pictures of the phone and when i got different back is damag lot of scratch,neutral
i am traveling later this week and will write more on this phone first thing though is that i got the phone without a manual disappointing but not a deal breaker  yet,neutral
i received my phone today it has  it is very nice except missing features i was expecting  mp front camera as advertised by seller but camera in front is  mp a little false advertisement,neutral
i like my new phone it has  it is just some things about it i will have to get use to like my connection,neutral
the phone was in nice condition but after a week of use it started shutting down randomly the only way to get it to turn on was to plug it in the battery was not drained it was just turning off after researching i found that i have to replace the battery i am hoping that changing the battery fixes the issue otherwise i will have wasted my money,neutral
i had this phone for a few weeks now and it works good but the battery dies too fast,neutral
kind of disappointed  i was using the lumia  as normal but suddenly it just did not response to anything i had to search online for solution finally i pressed power  volume down to make it reset now it is still survived,neutral
it has  it is ok,neutral
i bought the phone for my mum as an emergency phone but she told me that sometimes the buttons on the screen do not work she does not like it and am planning to get her another phone battery life is good though,neutral
on march  after trying to order  blackberry bold  unlocked phones i ran into some problems with hendin tech my first order was lost by fedex which hendin tech reported that they would reship me two more phones asap i never received them and after contacting customer service via email i received a phone call from the shipping manager stating he will look into the matteri received an email from the owner of hendin tech apologizing for the inconvenience of this incident after another week past and no order was received i requested a full refund after their investigation it turned out not to be hendin techs fault at all but it was custom agentthis by far was the best customer service i have ever received from any company with the communication being timely and clear i will do business with hendin tech in the near futured gilbert,neutral
i have been using this phone for a couple of weeks now and everything works perfectly i purchased a new unit instead of a used or refurbished unit based on other reviewers having problems with their purchases of those types of units this new unit comes with the android  operating system a must if you are planning on rooting your phone i have used all the major functions and have had no issues since i already had one of the samsung galaxy s units prior to ordering this one i knew what to looktest for i think the most important thing to know when ordering a replacement cell phone is who the seller is check the seller reviews and the product reviews i notice that many folks did not mention who they had purchased a phone from  when i compared the poor reviews to the reviews the customers gave the sellers it became easy to see who was selling a quality productlast but certainly not least i purchased the s because the s is like holding a dinner plate to your face samsung is supposed to be coming out with a smaller size s but it is not available yet at tmobile or in my area,neutral
very simple very basic slow running with games,neutral
the phone came looking fine but sometimes the screen glitches and is not coordinated with where i tap and sometimes just plain old wigs out and does random things when im not even touching the screen but i cannot afford the time to not have a phone so im just gonna deal with it for now,neutral
i would give this  stars if the speakerear piece were stronger everything else about the phone is perfect for talk text email and browsing the speaker is not strong enough and for most calls cannot be used i was planning to buy  more of these but will have to look for better speakerear piece sound strength in another phone,neutral
the nokia lumia  is an excellent unlocked phone hands down however buyers should be aware that the accessories that come with the mobile headset charger usb cable are not nokia products but standard tools this information is not made available by the seller and one would expect that having purchased an authentic nokia product it would come with nokia accessories in my assessment this omission is deceptive,neutral
this one was not for me but i know it was a good phone and it worked good so everything is ok with it ,neutral
quality phone but does not come with android  as indicated by the title mine came with android  installed in my case this is important,neutral
the product is good to response emails but the display is too small for web navigatei will change to one tablet or netbookgood luckmr robin hant  brazilsao paulo,neutral
my average rating is not a reflection on the seller or the hardware it is a reflection on the annoyance of working around the fact it is an att phonefirst of all the phone was new although the box seemed to have been opened previously everything was great as is always the case buying through amazon i popped in a tmobile sim and a gb microsd and everything just worked well so  starsi subtracted  stars because there was no indication of what a nightmare the att branding implies in all fairness there has  there is no reason why the seller would know this so im hoping to inform my fellow shoppers the seller did advertise as an att unlocked phone which is accurate however the att branding essentially means it has  it is nearly impossible to patch or update the device let me be clear just like with your computer you need to update  patch your phone there are too many vulnerabilities exploits and malware out there for you to just buy a smartphone and use it without ever patching and unless you are using it with an att sim you cannot get overtheair updates which is the mechanism that seamlessly pushes patches to you like with iphones as of october   my device was running android lollipop  which has known security issues and yet there was no consumerfriendly way to patch it over the air at the time of this review the current version of android is marshmallow my recommendation if you are not a computer geek do not buy this phone unless you intend to use it on attif you are a geek you can search for the firmware updates and download the att branded image gb and the usb drivers and then flash the phone read wipe load new firmware and completely reinstall everything on your phonei spent  hours last night researching and executing the update and reinstalling  reconfiguring the phone in hindsight it would have been smarter to buy an unbranded phone for about  more and not have any of these headaches and lastly i considered editing the firmware update script it has  it is a very simple bat or sh and removing the check that forces you to use the att firmware hoping i could simply flash the unbranded firmware update all indications are that i will brick the phone if i do so is it a scare tactic possibly but i cannot afford to turn my purchase into a paperweight,neutral
battery door is slightly loosen due to mfr defect,neutral
i really like it the only thing i do not like is that i cannot snap shot and i cannot save my pictures to my phone off of a social network,neutral
the phone would be better if the apps for it were not horrible hardly has the apps that google play has you cannot download apps from other stores and the apps that are available such as facebook or map my run do not work right,neutral
does not have all the specs i was expecting in a samsung phone,neutral
great phone but the charger port got loose when i only used the charger that came with the phonethe sensors were also wacky especially the gyroscope,neutral
did a lot of research before making my purchase great phone with outstanding style but one thing that got me worried was the startup of the phone it did not start up like a new phone would so it got me thinking that wireless everything might have sold me a used one also i checked the phone app and it shows  calls made on this phone for me ill keep it as it looks brand new with no scuffs but just keep that in mind when purchasing through amazon,neutral
i had to exchange the  blackberry for a blackberry  because it would not work on the network i do not really care for the  blackberry phone i like the  blackberry better,neutral
the device is not totally new is start before,neutral
it has  it is an ok phone good features but freezes quite often battery compartment seems not secure i ordered this from the seller phone max and will never purchase anything from them my phone started freezing up  would not even turn on for factory reset until i take the battery out  after weeks of use and the seller gave me a new battery assuming that its a battery issue that did not fix the problem when i contacted them again the response was that the warranty time has expired so no refund is possible i think this seller is trying to get rid of some defective phones they have cheating people like me so buyers be aware it may look bit cheaper than other sellers but avoid phone max or you will be repenting later terrible service from the sellervincents,neutral
i have noticed that this case is not as tight or s well made as other otterbox cases i have owned material such as dust and moisture can get under the covering on the main screen there are also wrinkles in the plastic over the main button which means fingerprint id does not work well will be looking at other brands from now on,neutral
needed a cheap phone bb sucks,neutral
i bought this for the  screen and the  battery i was looking forward to having a affordable phone with good specs and long battery life the device looks very good with golden metal finish it has a high end look but i have to say while battery performance has matched my expectations the screen has not yes it hd so it looks sharp and clear but the image rendering is somewhat flat and lacks luster with no options to adjust anything but brightness u can not adjust contrast level or saturation since i am a photographer and like to show my work on my phone occasionally this is a problem the pics look flat the shadows are not deep colors do not pop and skin tones are not so pleasing color rendering and white balance seem off and this is in comparison to similar price point devices i have such as posh titan ea or idroid royal v which is actually lower res screen also running benchmark on it i found d and ram performance low again my posh device preformed better and got higher total scoresupdate bluetooth connectivity is choppy with some devices it skips compated to my other devicesphones also touch screen responsiveness is either under sensitive or slow at times and other times flikery blu please upgrade screen quality increase and improve ram size and internal storage size and u will have amazing phone that will preform in a way that matches the high end look of the device i would pay an extra  for such upgrades,neutral
why did you like or dislike this productto a greater extent i liked this phone first of all its a g has nice windows camera etci was disappointed when i found out it had no memory cardwhy did u guys remove it it also accommodates only small lines yet in africa we still use big lines but well they can be reduced to fit personal useotherwise its generally a cool phonethank you,neutral
the phone is ok replaced a smashed samsung until my contract expires the fido reps have never seen this brand and had some trouble getting it open and working still cannot get photos by text def need a micro sd card since the internal memory is not great as well do not buy this phone and expect to take decent photos,neutral
not a bad phone more so a tablet than a phonecalling audio quality needs improvment the other person talking to me always has a hard time making out what im saying unless i have my bluebtooth headset on,neutral
the system needs to be improved,neutral
the phone was in the condition as advertised which was fair i felt that the scratches on the case made the condition fair but the phone was very dirty but once cleaned up it was good to go there were no scratches on the screen,neutral
the headphone jack has started malfuctioning within  months of use,neutral
its just a basic phone need lot of improvement and basic feature like compass etc front camera picture quality is poor does not feel like m pix,neutral
i am buying these for the two landlines i transferred to tmobile i have a personal cell spot so reception is superb in my house however the phone seemed to drop connection when not being used when i click on call button to turn on the screen i often see the connections of both lines in emergency or unavailable status but then will connect to tmo after a a few seconds the call quality is spotty at best when i take the phone to a starbucks next door the phone lost cell signalsso the phone is kind of in working condition in my house and seemed to be useless when traveling i am giving it  stars since it works sometimes in my house and does what i need for now the radio and flashlights are also good features if i do not use it as a phone long term,neutral
did not come with sim card will not recommend it it took me forever to find a sim card for itlame,neutral
its okay to used but you cant used any and every headpiece on it it also freeze now and then,neutral
phone works great and was instantly activated with no problem at the att store has capacity for two sim cards if you are a international traveleronly issues is that the phone lacks an attachment point for a leash a major pain for anyone keeping it in a purse or bag and the second display has few personalization optionsgood functional phone at a great price for anyone who does not want or need a smart phone and no  yr contractonly three stars due to lack of leash,neutral
ive brought this because i was looking for a budget phone and this phone meets my needs the problem im having is the bluetooth goes out for a second when streaming music which is a bummer since im a music lover another thing is the volume is extremely low as others have said when using speaker or just talking on it this is the reason i gave it  stars,neutral
is good cellphone,neutral
nice simple phone i use for when out of houseprinted manual on how to use and dissapointed not much help with the manual i got more information from comments on the internet about the phone than the manual,neutral
first off full disclosure  i bought this to replace a  month old droid mini which i dropped and cracked the screen which is a much faster phonewhen i bought it the headline advertised it as newit is definitely not battery life is consistent with a  year old phone not a new one i have tried turning off every battery drain on the device location background data screen brightness etc and i cannot make it  hours without needing to charge it the other big thing is the usb chargedata port only works as a charge port i cannot connect it to computer to transfer files to it far from perfect but not a huge deal breaker for mebut i do like the phone itself it is not as fast or responsive as my droid mini but it does not have the processor speed or ram of a mini it will run  of the apps that the mini would with the exceptions being apps that require the gyro feature but it beat buying a new mini for just be warned that this is not a new phone,neutral
this watches comes in without chargers and wonder how we could charge on the go,neutral
it came only the phone no accesories,neutral
first i got a cheap china knock off i had read the reviews before buying and was aware that quite a few people have had this same problem and was looking out for it it did not say otterbox on it anywhere and the underside was plane i called amazon customer service and explained the problem pointed out other reviews that i read pointed out the picture and description said i would be getting a real otterbox they were very helpful and told me to do whatever with the fake and they would refund the money and i could reorder it to try again i reordered it when i was still on the phone with customer service and the guy told me he was making a note on it to see that it was an otterbox and not a fake and that has  that is the best he could do when the second one came it was in a nicer bag that was thicker and resealed and looked just like the picture with otterbox on it and had markings on the underside with a patent number and other numbers ive been using it for a week and am happy with it so far the clip that said otterbox on it seems thicker nicer plastic the biggest difference being in the belt clip it releases better turns easier and looks nicer,neutral
it did what it was supposed to do,neutral
the phone was beautiful coming out the box i brought the phone in gold it looks like and feels like a premium phone but that is where it stopspro  beautiful color feels and looks like premium phone  comes with case earbuds and screen protector  decent camera  battery charges quickly and last a little better than average smartphone  touch screen is responsive and moves smoothlycons  the volume is low and sounds tinny with or without earbuds which was a deal breaker for me i tried numerous earbuds with same result  case feels flimsy and there are very few cases listed on amazon that are appealing for this product  i do not think it has gorilla glass which is disappointing since the energy x has gorilla overall if this fits your budget it is still a decent enough phone if blu made improvements to the audio and added gorilla glass i would definitely say it would give premium phones a run for their money,neutral
thought this came with a camera was disspointed but works ok,neutral
everything everyone says about the battery is true  lasts  days on a single charge amazing so it gets one star per day of charge just for thisbig negative is voice recognition you have to perform several keystrokes just to activate it and then it does not recognize half your words compare this with nexus  my prior phone where voice recognition is embedded in everything so you can activate it by touching a microphone icon or sometimes strictly by voice command and the recognition is excellent also lg voice is too chatty heres an example me text staceylg texting stacy what would you like to text   confirm you wish to text this to stacy done texting staceysheesh just text stacey alreadyim returning this phone and switching back to onestroke reliable silent nexus,neutral
not amazing at alll os halts every day rebooting is a must i really hope blackberry company fix all kind of bugs in their os,neutral
the phone works wellthe only inconvinience is the sound when you put it on speaker is to low,neutral
touchscreen should be better,neutral
not fabulous but gets the job done the battery sucksdoes not last very long,neutral
the phone is a nice phone met most of my expectations but at  t spoilt it for me its an att unlocked phone and att switched off the mobile hotspot feature which is essential to me,neutral
does not support voice input  there is no speech to text input method,neutral
phone speaker does not want tried all online suggestions with no luck,neutral
is the sencond time i bough this phone and it broke you have to be really carefull with it  otherwise is a good phone,neutral
its a litle slow,neutral
the  blackberry mobile is somewhat a good phone but the phone u sent me is not what u advertise it looks like a toy phone,neutral
it has  it is ok so farhowever you need more  better instructions on how to use the watch set up featureson how to use its features how to delete things put in by mistakelonger battery life,neutral
i have set alarms on it that have not went off at the time set to go off and have not been able to adjust my setting as i want them,neutral
the phone works fine but it was advertised as new this was not the case as there was a file of family photos and porn on the phone,neutral
switching between apps andor the home the screen is very slow once it has  it is loaded the phone works as expected,neutral
great phone work perfect i will recommend this phone,neutral
it has  it is a great product for a great price it was in good condition and arrived exactly on the day i expected it to,neutral
overall is a great phone with high build quality but heres some design preference that came up to me after using for a month originally an iphone  userplusluxury feelgreatly builtsuperb screenrich dual soundsfast cpu speedneutralim used to holding the phone with left hand and turning the volume with my left thumb ip  s are on left side however this tiny thin volume button is on the right side forcing myself to hold the phone w my right hand instead of leftno physical buttons to turn on the screen resulting in only the power button to turn on the screen s is a better design as it is located on the side for easier accessthe power button is flat on the top of the phone causing inconvenience to find the button every time i turn on the screen the button also get scratch up easily as it acts as an ir blaster if they separate the ir and power button would be betterthe sense home and back button are not as consistent in sensing which can cause frustrations at timesonly two buttons on the bottom instead of three with an awkward design of home button on the bottom right instead of the middle this causes user to use the second hand to access home instead of one hand due to the button either too far from the left thumb or too close to the right thumbthe reception never gets full bar maybe due to the aluminum cover my max is always  even on the streetstakes a long time to fully charge  hours vs min for iphone poor quality handfree as recipient cannot hear clearly unless i hold the mic up close to my mouthfor personal preference although htc one seems to be better than s in many aspect s seems to be a better transition for iphone users than htc one,neutral
i received the phone quickly but am disappointed to say that the headphone auxiliary cord plug in does not work one reeson for wanting the iphone was for music paid a decent price for a manufacturer refurbished phone and it does not completely work,neutral
so i started using this phone about  or  months ago and have recently come to this decision to ditch it for a nokia e i will list the pros and the cons i think that the nokia n hasprosnice and eyecatching designmany friends really liked the look of the phone and the sliding keyboard really excited some peoplesatisfying web browsingit has been really nice to look at some muchvisited web pages and do some shopping online with the phone most web sites load quickly and fullynice camerapretty decent music playeri used this phone with a gb card full of music as my primary headphone music player most of the summerlarge screenconswidgets are a mixed bagmost of them are not really useful and would not connect consistentlylock key on side of the phone has been a real painsometimes it would work then not work then not unlock get stuck etcthe touchscreen is just soooo not smooth and slick i would often wonder if i had pressed something hard enough or not hard enoughqwerty keyboard is not very easy to use the character button is right next to the space button so i was constantly calling up a page of characters at the wrong time which really slows down typingon screen numeric keypad is ok for t typing but very clumsy i am a very heavy texter and this got so frustrating for the amount of backspacing and deleting for most text messagesnot pleasing photo gallerythe biggest problem i felt with this was just how unattractive it looks i once had a nokia n and the way it displayed the photos was very streamlined and neat looking this device just lays them all out with no styling and also near the end of my using the device it would take so long to load that it got kind of embarrassing if i were trying to show someone a photogeneral bulkiness of the devicehigh price tagand finally i just got tired of it turning off unexpectedly rebooting itself not being able to unlock it with the lock key etcso as you can see it really is not a bad phone it just fell way short of my expectations for a nokia flagship phone and also as a touchscreen device i ordered the e out of sheer frustration and the desire to get away from a touchscreen ive only had the e for a few days but in spite of the smaller screen i now have a smaller easily pocketable phone with a very very very nice qwerty keyboard and a traditional keypad for t texting very happy with my new phone and kinda glad i do not have to deal with the frustration of all the ns inconsistencies thanks for reading,neutral
